,lyric,clean_lyric
670,How's your heart after breakin' mine?,heart breakin mine
671,"Mr. ""Always at the right place at the right time,"" baby",baby
672,"Hello, Mr. ""Casually cruel""",casually cruel
673,"Mr. ""Everything revolves around you""",revolves
674,I've been Miss Misery since your goodbye,misery goodbye
675,"And you're Mr. ""Perfectly fine""",perfectly fine
676,So dignified in your well-pressed suit,dignified wellpressed suit
677,"So strategized, all the eyes on you",strategized eyes
678,Sashay your way to your seat,sashay seat
679,"It's the best seat, in the best room",seat room
680,"Oh, he's so smug, Mr. ""Always wins""",smug wins
681,So far above me in every sense,sense
682,So far above feeling anything,feeling
683,And it's really such a shame,shame
684,It's such a shame,shame
685,"'Cause I was Miss ""Here to stay""",stay
686,"Now I'm Miss ""Gonna be alright someday""",alright someday
687,And someday maybe you'll miss me,someday
688,"But by then, you'll be Mr. ""Too late""",
689,"Goodbye, Mr. ""Perfectly fine""",goodbye perfectly fine
690,How's your heart after breakin' mine?,heart breakin mine
691,"Mr. ""Always at the right place at the right time,"" baby",baby
692,"Goodbye, Mr. ""Casually cruel""",goodbye casually cruel
693,"Mr. ""Everything revolves around you""",revolves
694,I've been Miss Misery for the last time,misery
695,"And you're Mr. ""Perfectly fine""",perfectly fine
696,You're perfectly fine,perfectly fine
697,"Mr. ""Looked me in the eye and told me you would never go away""",looked eye told
698,You said you'd never go away,
699,We used to walk along the streets,walk streets
700,When the porch lights were shining bright,porch lights shining bright
701,Before I had somewhere to be,
702,Back when we had all night and we were happy,night happy
703,"I do recall a good while back, we snuck into the circus",recall good snuck circus
704,"You threw your arms around my neck, back when I deserved it",threw arms neck deserved
705,And we were happy,happy
706,"When it was good, baby, it was good, baby",good baby good baby
707,We showed 'em all up,
708,No one could touch the way we laughed in the dark,touch laughed dark
709,Talking 'bout your daddy's farm we were gonna buy someday,talking daddys farm buy someday
710,And we were happy,happy
711,We used to watch the sun go down on the boats in the water,watch sun boats water
712,That's sorta how I feel right now,sorta feel
713,And goodbye's so much harder 'cause we were happy,goodbyes harder happy
714,"When it was good, baby, it was good, baby",good baby good baby
715,We showed 'em all up,
716,No one could touch the way we laughed in the dark,touch laughed dark
717,Talking 'bout your daddy's farm we were gonna buy someday,talking daddys farm buy someday
718,And we were happy,happy
719,We were happy,happy
720,"Oh, I hate those voices telling me I'm not in love anymore",voices telling love
721,But they don't give me choices and that's what these tears are for,choices tears
722,'Cause we were happy,happy
723,We were happy,happy
724,"When it was good, baby, it was good, baby",good baby good baby
725,We showed 'em all up,
726,No one could touch the way we laughed in the dark,touch laughed dark
727,Talking 'bout your daddy's farm,talking daddys farm
728,And you were gonna marry me,marry
729,And we were happy,happy
730,We were happy,happy
731,Oh-oh-oh-oh,ohohohoh
732,We were happy,happy
733,"Hey, I knew I'd run into you somewhere",knew
734,"It's been a while, I didn't mean to stare",stare
735,I heard she's nothin' like me,heard
736,I'm sure she'll make you happy,happy
737,"But don't you, don't you",
738,Smile at me and ask me how I've been,smile
739,Don't you say you've,
740,Missed me if you don't want me again,missed
741,You don't know how much I feel I love you still,feel love
742,"So why don't you, don't you?",
743,"Ah, ah, ah, ah",
744,"Ah, ah, ah",
745,"Sometimes, I really wish that I could hate you",
746,"I've tried, but that's just somethin' I can't do",
747,My heart knows what the truth is,heart truth
748,I swore I wouldn't do this,swore
749,"But don't you, don't you",
750,Smile at me and ask me how I've been,smile
751,Don't you say you've,
752,Missed me if you don't want me again,missed
753,You don't know how much I feel I love you still,feel love
754,"So why don't you, don't you?",
755,So I walk outta here tonight,walk outta tonight
756,Try to go on with my life,life
757,And you can say we're still friends,friends
758,(But I don't wanna pretend),pretend
759,So if I see you again,
760,"Don't you (Don't you), don't you",dont
761,Smile at me and ask me how I've been,smile
762,Don't you (Don't you) say you've,dont
763,Missed me if you don't want me again,missed
764,You don't (You don't) know how much I feel I love you still,dont feel love
765,"So why don't you, don't you?",
766,"Ah, ah, ah, ah",
767,"Don't you (Ah, ah, ah)",
768,I'm walking fast through the traffic lights,walking fast traffic lights
769,Busy streets and busy lives,busy streets busy lives
770,And all we know is touch and go,touch
771,We are alone with our changing minds,changing minds
772,We fall in love 'til it hurts or bleeds,fall love hurts bleeds
773,Or fades in time,fades
774,And I never (Never),
775,Saw you coming,
776,And I’ll never (Never),
777,Be the same,
778,You come around and the armor falls,armor falls
779,Pierce the room like a cannonball,pierce room cannonball
780,Now all we know is don’t let go,dont
781,"We are alone, just you and me",
782,Up in your room and our slates are clean,room slates clean
783,"Just twin fire signs, four blue eyes",twin fire signs blue eyes
784,So you were never a saint,saint
785,And I've loved in shades of wrong,loved shades wrong
786,We learn to live with the pain,learn live pain
787,Mosaic broken hearts,mosaic broken hearts
788,But this love is brave and wild,love brave wild
789,And I never (Never),
790,Saw you coming,
791,And I’ll never (Never),
792,Be the same,
793,This is a state of grace,state grace
794,This is the worthwhile fight,worthwhile fight
795,Love is a ruthless game,love ruthless game
796,Unless you play it good and right,play good
797,These are the hands of fate,hands fate
798,You’re my Achilles heel,achilles heel
799,This is the golden age,golden
800,Of something good and right and real,good
801,And I never (Never),
802,Saw you coming,
803,And I’ll never,
804,Be the same,
805,And I never (Never),
806,Saw you coming,
807,And I’ll never (So you were never a saint),saint
808,(And I've loved in shades of wrong),loved shades wrong
809,Be the same (We learn to live with the pain),learn live pain
810,(Mosaic broken hearts),mosaic broken hearts
811,(But this love is brave and wild),love brave wild
812,This is a state of grace,state grace
813,This is the worthwhile fight,worthwhile fight
814,Love is a ruthless game,love ruthless game
815,Unless you play it good and right,play good
816,Loving him is like,loving
817,Driving a new Maserati down a dead-end street,driving maserati deadend street
818,"Faster than the wind, passionate as sin",faster wind passionate
819,Ending so suddenly,suddenly
820,Loving him is like trying to change your mind,loving mind
821,Once you're already flying through the free fall,flying free fall
822,"Like the colors in autumn, so bright",colors autumn bright
823,Just before they lose it all,lose
824,Losing him was blue like I'd never known,losing blue
825,"Missing him was dark gray, all alone",missing dark gray
826,Forgetting him was like,forgetting
827,Trying to know somebody you never met,
828,But loving him was red,loving
829,"(Red, red)",
830,"(Red, red)",
831,Loving him was red,loving
832,"(Red, red)",
833,"(Red, red)",
834,Touching him was like,touching
835,Realizing all you ever wanted was right there in front of you,realizing wanted front
836,Memorizing him was as,memorizing
837,Easy as knowing all the words to your old favorite song,easy knowing favorite song
838,Fighting with him was like,fighting
839,Trying to solve a crossword and realizing there's no right answer,solve crossword realizing answer
840,Regretting him was like,regretting
841,Wishing you never found out that love could be that strong,wishing love
842,Losing him was blue like I'd never known,losing blue
843,"Missing him was dark gray, all alone (Whoa)",missing dark gray
844,Forgetting him was like,forgetting
845,Trying to know somebody you never met,
846,But loving him was red,loving
847,"(Red, red)",
848,"Oh, red (Red, red)",
849,"Burning red (Red, red)",burning
850,"(Red, red)",
851,Remembering him comes in flashbacks and echoes,remembering flashbacks echoes
852,"Tell myself it's time now, gotta let go",gotta
853,But moving on from him is impossible,moving impossible
854,When I still see it all in my head,head
